34.75,31.50
-6.25,53.33
18.50,40.15
12.48,41.90
77.00,20.00
8.00,47.00
6.00,52.88
77.00,20.00
-0.09,51.51
79.85,6.93
51.42,35.70
70.00,30.00
-1.17,52.97
70.00,30.00
70.00,30.00
4.90,52.37
77.00,20.00
4.48,51.92
-73.70,42.77
4.35,50.85
-6.26,53.35
-0.13,51.50
133.00,-27.00
72.83,18.98
24.94,60.17
72.83,18.98
112.50,2.50
-2.37,51.38
17.88,59.20
115.84,-31.94
23.60,46.77
77.00,20.00
-80.17,40.52
85.85,19.80
23.73,37.98
77.00,20.00
-77.47,38.86
-6.68,53.65
57.47,-20.24
-0.13,51.50
23.72,37.97
-1.13,53.00
77.00,20.00
73.87,18.53
23.72,37.97
23.72,37.97
18.97,69.67
72.83,18.98
72.83,18.98
70.00,30.00
70.00,30.00
-75.92,45.31
-75.92,45.31
12.20,44.42
77.58,12.98
90.38,23.70
34.75,31.50
-1.52,52.08
-0.13,51.50
-0.13,51.50
-74.99,39.95
19.08,47.50
-1.22,50.96
106.83,-6.17
121.05,14.65
133.00,-27.00
77.00,20.00
4.48,51.92
-1.22,50.96
12.83,42.83
80.28,13.08
10.33,44.75
-84.17,36.92
16.00,45.80
77.00,20.00
114.15,22.28
-79.39,43.66
128.74,35.82
31.07,-29.75
77.22,28.67
77.22,28.67
73.06,33.69
72.83,18.98
174.00,-41.00
-0.13,51.50
34.53,10.07
34.53,10.07
-79.76,34.20
54.37,24.47
5.99,51.19
9.20,45.47
120.97,14.58
102.72,25.04
-123.15,49.15
-93.26,44.98
77.22,28.67
77.22,28.67
77.22,28.67
87.53,23.92
114.15,22.28
-118.45,34.31
120.97,14.58
-122.80,45.49
106.83,-6.17
-0.47,51.42
31.07,-29.75
54.37,24.47
-3.04,53.40
100.47,13.86
153.02,-27.48
-0.14,51.51
77.00,20.00
-0.47,51.42
-0.47,51.42
54.37,24.47
30.52,50.45
-2.13,51.84
33.00,35.00
121.04,14.55
100.47,13.86
73.06,33.69
0.25,51.50
120.97,14.58
80.28,13.08
23.60,46.77
139.69,35.69
72.83,18.98
114.15,22.28
-0.13,51.50
135.18,34.69
72.83,18.98
120.97,14.58
0.25,51.50
51.15,32.70
-77.31,38.85
-122.44,37.77
4.35,50.85
77.00,20.00
-0.09,51.51
120.97,14.58
77.00,20.00
149.10,-35.28
-122.25,37.87
72.93,19.15
28.96,41.02
68.00,48.00
-99.13,19.43
28.96,41.02
15.50,45.17
15.50,45.17
-1.08,53.97
54.37,24.47
77.00,20.00
-58.38,-34.60
77.00,20.00
100.48,13.75
88.37,22.57
37.62,55.75
28.96,41.02
-93.26,44.98
77.00,20.00
77.00,20.00
-58.38,-34.60
-0.13,51.50
114.15,22.28
-0.13,51.50
-0.13,51.50
-0.13,51.50
-0.13,51.50
101.77,3.04
6.92,51.17
-79.42,43.68
-0.13,51.50
-81.64,32.75
121.05,14.65
114.18,22.32
77.00,20.00
80.28,13.08
126.98,37.57
153.02,-27.48
2.34,48.86
-0.14,51.43
4.89,52.37
120.97,14.58
120.97,14.58
-0.13,51.50
-58.38,-34.60
145.01,-37.74
80.28,13.08
145.01,-37.74
50.13,26.30
8.33,48.77
69.53,26.63
-0.13,51.50
-97.00,38.00
24.00,-29.00
77.00,20.00
73.06,33.69
77.20,28.60
-97.00,38.00
-0.36,53.76
106.50,-6.34
151.00,-33.82
151.00,-33.82
-0.09,51.51
-0.13,51.50
30.52,50.45
9.18,48.77
95.10,26.60
-1.50,53.37
-83.12,41.35
-0.09,51.51
-84.30,38.39
77.20,28.60
95.10,26.60
-1.08,53.97
-0.09,51.51
77.00,20.00
-0.13,51.50
138.60,-34.93
-0.09,51.51
72.83,18.98
-0.14,51.51
106.50,-6.34
-0.09,51.51
31.37,30.05
17.52,49.21
174.76,-36.87
24.00,-29.00
-83.12,41.35
96.90,20.38
34.75,31.50
120.97,14.58
36.00,31.00
-87.70,41.99
-0.09,51.51
-71.80,42.26
-71.80,42.26
-0.13,51.50
2.34,48.86
-0.13,51.50
72.83,18.98
120.97,14.58
2.35,48.86
22.28,60.45
100.48,13.75
-83.12,41.35
-0.09,51.51
-7.80,53.73
-0.13,51.50
-2.00,8.00
2.35,48.86
2.41,48.65
17.40,48.22
24.00,-29.00
-83.39,42.28
-1.49,53.38
-0.13,51.50
36.82,-1.28
36.82,-1.28
-0.09,51.51
22.28,60.45
-0.13,51.50
2.35,48.86
77.00,20.00
-87.70,41.99
-76.10,36.85
-0.13,51.50
-87.70,41.99
-0.13,51.50
73.06,33.69
-51.20,-30.03
-87.70,41.99
77.00,20.00
77.00,20.00
-0.13,51.50
-0.13,51.50
-78.51,38.03
-0.09,51.51
-0.13,51.50
12.57,55.68
126.98,37.57
72.83,18.98
-0.09,51.51
-0.13,51.50
90.41,23.72
0.08,51.49
-95.75,30.21
-94.75,38.95
77.58,12.98
-0.79,53.40
-0.13,51.50
53.20,56.85
-0.13,51.50
-1.08,53.97
121.04,14.55
88.37,22.57
10.00,53.55
126.98,37.57
77.58,12.98
-70.67,-33.45
-82.39,34.85
-1.08,53.97
-0.13,51.50
67.08,24.91
-82.39,34.85
-79.11,36.05
-5.85,43.36
67.08,24.91
2.34,48.86
65.00,33.00
101.11,4.61
0.08,51.49
4.90,52.37
23.60,46.77
-0.60,51.52
-86.23,39.90
6.92,51.17
70.00,30.00
126.98,37.57
-82.39,33.41
-81.77,26.37
-81.77,26.37
88.37,22.57
-2.00,8.00
-82.39,33.41
6.92,51.17
34.75,31.50
11.97,57.72
-83.03,42.30
-84.58,41.14
-0.09,51.51
10.00,53.55
-16.68,28.10
-121.88,37.01
-74.17,41.87
-0.13,51.50
-46.64,-23.55
-84.58,41.14
-74.49,40.50
34.75,31.50
-81.51,41.47
-97.00,38.00
16.57,49.28
106.92,47.92
-0.70,52.03
67.08,24.91
